Actual,Predicted,Error
64.51,64.51,0.0
69.95,69.95,0.0
92.79,92.79,0.0
109.66,109.66,0.0
116.5,116.5,0.0
124.21,124.20999999999998,-1.4210854715202004e-14
123.45,123.44999999999999,-1.4210854715202004e-14
120.31,120.31,0.0
108.75,108.75,0.0
97.8,97.8,0.0
88.1,88.1,0.0
81.64,81.64,0.0
83.82,83.82,0.0
85.14,85.14,0.0
90.41,90.41,0.0
105.33,105.32999999999998,-1.4210854715202004e-14
108.1,108.1,0.0
114.92,114.91999999999999,-1.4210854715202004e-14
112.2,112.19999999999999,-1.4210854715202004e-14
114.65,114.65,0.0
107.47,107.47,0.0
92.59,92.59,0.0
90.64,90.64,0.0
84.32,84.32,0.0
88.05,83.84620556158778,-4.203794438412217
116.13,91.68164858272688,-24.448351417273116
127.02,111.80410490081576,-15.215895099184237
133.68,127.78611615807628,-5.893883841923724
139.93,135.89376335103844,-4.036236648961562
144.17,134.6569751166828,-9.5130248833172
148.35,129.81839887266645,-18.531601127333545
127.28,130.871642293332,3.5916422933320007
121.23,114.27990343550957,-6.950096564490437
110.23,105.23129998705619,-4.998700012943814
106.87,97.94927287300084,-8.920727126999168
94.48,100.91816803180768,6.4381680318076775
106.37,100.82973043837882,-5.540269561621187
107.4,107.18120351659859,-0.21879648340141955
113.35,112.00811320734454,-1.3418867926554583
117.2,122.19732969797693,4.997329697976923
128.94,116.7204182483685,-12.219581751631495
120.38,118.96130744849694,-1.4186925515030566
116.13,114.62877598555886,-1.501224014441135
109.22,108.84934282124868,-0.37065717875131554
98.69,98.19189464720083,-0.4981053527991719
89.56,86.47287456506157,-3.0871254349384287
89.11,89.17149714741028,0.061497147410278785
88.72,91.4896003137347,2.769600313734699
96.58,96.41222477743443,-0.16777522256556665
114.2,106.51659841669654,-7.683401583303464
129.62,125.57714757575295,-4.042852424247059
138.29,136.41027755153377,-1.8797224484662252
139.0,141.5000057318003,2.500005731800286
140.76,133.86714982873752,-6.892850171262467
138.09,133.8375287786383,-4.252471221361702
128.08,126.06022240259955,-2.019777597400463
119.64,117.25816063222115,-2.381839367778852
118.42,108.44975795211698,-9.97024204788302
115.75,109.54008130625216,-6.209918693747838
117.98,109.41061798297523,-8.569382017024779
119.77,116.61041304691568,-3.1595869530843146
122.38,121.37483636134255,-1.00516363865745
124.24,126.90021379003,2.6602137900299994
127.7,123.1862062361532,-4.513793763846806
131.93,119.82491370155822,-12.10508629844179
126.64,116.94381023221649,-9.696189767783508
115.03,111.96999426451094,-3.0600057354890566
106.94,105.78572150391011,-1.154278496089887
96.86,99.06345830588177,2.2034583058817674
78.79,90.73618207331269,11.946182073312684
85.95,84.14607724994025,-1.8039227500597548
90.63,91.38799962046389,0.7579996204638917
110.53,100.20771256316337,-10.322287436836632
123.91,120.6701511862293,-3.239848813770692
135.9,132.84052323241656,-3.0594767675834476
147.86,141.72267457736743,-6.1373254226325855
151.05,148.1402668654178,-2.9097331345822113
142.58,146.65749922569526,4.077499225695249
136.63,136.86445360730607,0.23445360730607945
120.57,125.41638778946091,4.84638778946092
113.02,111.90653431298057,-1.1134656870194277
112.61,108.11974317285951,-4.490256827140485
109.12,108.624956146707,-0.49504385329299794
112.92,108.29948287126507,-4.620517128734932
114.77,118.0284146964438,3.2584146964438077
124.24,123.43607566493674,-0.8039243350632574
123.66,129.4431606274101,5.783160627410098
119.88,122.04080863212772,2.1608086321277256
114.5,114.0426990748324,-0.45730092516760124
102.28,105.76935540667519,3.4893554066751875
83.24,94.39241939602347,11.152419396023475
74.97,76.60397464804598,1.633974648045978
73.27,73.1530604495298,-0.11693955047019244
73.56,74.40291159887714,0.8429115988771372
82.42,85.04562203358519,2.625622033585188
100.85,96.56118048951487,-4.288819510485126
114.28,113.7151145496506,-0.5648854503494078
133.14,129.07454439617965,-4.0654556038203395
135.18,138.99802731000833,3.8180273100083184
133.42,137.33199224591,3.9119922459099996
125.85,130.7050727450088,4.855072745008812
121.81,118.93202137980418,-2.877978620195819
117.91,114.39033407825261,-3.5196659217473893
116.25,107.52059109766807,-8.729408902331926
117.44,106.11391137359469,-11.326088626405308
118.35,111.73409284050108,-6.615907159498917
120.25,116.3983070454558,-3.8516929545442053
128.12,122.58043028418828,-5.539569715811723
123.12,126.30878197768902,3.1887819776890183
117.91,121.4606563036549,3.550656303654904
108.05,110.220462575334,2.1704625753339997
97.32,96.04718129345582,-1.2728187065441716
88.29,82.731544621723,-5.558455378277003
82.04,78.38915012252309,-3.650849877476915
78.16,77.65736397965165,-0.5026360203483478
138.12,79.24980985546846,-58.87019014453155
145.43,115.73043134724506,-29.699568652754948
146.52,142.161066180233,-4.358933819767003
153.42,151.8401324067975,-1.5798675932024935
139.98,151.2763485499235,11.296348549923522
133.45,140.2538479004138,6.803847900413814
129.97,135.27269082185467,5.302690821854668
124.89,115.476478130884,-9.413521869115996
117.34,108.3745927489938,-8.965407251006198
113.29,111.03286887613001,-2.2571311238699963
115.26,114.22747162232523,-1.0325283776747796
116.68,117.97087142456147,1.290871424561459
125.93,123.38749197021721,-2.5425080297827947
131.38,129.84925248677453,-1.5307475132254638
122.79,134.84121564982615,12.051215649826148
110.68,116.1020289962552,5.422028996255193
106.21,101.73559597982856,-4.474404020171434
95.84,97.59444831515461,1.7544483151546046
90.59,92.6758922595661,2.0858922595660943
91.14,86.70946680641222,-4.430533193587777
94.93,84.22083925221037,-10.709160747789639
97.58,92.37175380588195,-5.208246194118047
114.48,113.78585344847593,-0.6941465515240708
137.95,124.40116952488026,-13.548830475119729
