Actual,Predicted,Error
109.66,109.66,0.0
116.5,116.5,0.0
124.21,124.20999999999998,-1.4210854715202004e-14
123.45,123.44999999999999,-1.4210854715202004e-14
120.31,120.31,0.0
108.75,108.75,0.0
97.8,97.8,0.0
88.1,88.1,0.0
81.64,81.64,0.0
83.82,83.82,0.0
85.14,85.14,0.0
90.41,90.41,0.0
105.33,105.32999999999998,-1.4210854715202004e-14
108.1,108.1,0.0
114.92,114.91999999999999,-1.4210854715202004e-14
112.2,112.19999999999999,-1.4210854715202004e-14
114.65,114.65,0.0
107.47,107.47,0.0
92.59,92.59,0.0
90.64,90.64,0.0
84.32,84.32,0.0
88.05,88.05,0.0
116.13,116.13,0.0
127.02,127.01999999999998,-1.4210854715202004e-14
133.68,129.97719175312054,-3.7028082468794707
139.93,135.311567149396,-4.618432850603995
144.17,132.85384737031995,-11.316152629680033
148.35,132.8405555324406,-15.509444467559405
127.28,134.86783425793757,7.587834257937573
121.23,116.79749469655613,-4.432505303443875
110.23,104.80625453831041,-5.423745461689592
106.87,104.06727916378156,-2.802720836218441
94.48,101.88127176002904,7.401271760029033
106.37,96.75146847652982,-9.618531523470182
107.4,108.2660322858579,0.8660322858578979
113.35,118.089412502501,4.739412502501011
117.2,121.3527055666024,4.152705566602393
128.94,112.26187666353825,-16.678123336461752
120.38,119.10454750062314,-1.2754524993768541
116.13,113.3334452365014,-2.796554763498591
109.22,105.70462157105564,-3.5153784289443593
98.69,93.1159217214342,-5.574078278565793
89.56,92.35128198144116,2.791281981441159
89.11,91.32928546687289,2.21928546687289
88.72,90.12461439544185,1.404614395441854
96.58,92.65544748152625,-3.924552518473746
114.2,107.97749066470695,-6.222509335293054
129.62,123.81262172432301,-5.807378275676996
138.29,135.9531153129848,-2.3368846870151856
139.0,140.04452465686003,1.044524656860034
140.76,133.9113396978559,-6.848660302144083
138.09,131.90439019178677,-6.185609808213229
128.08,127.29947127382096,-0.7805287261790568
119.64,117.30948882219602,-2.3305111778039844
118.42,109.21253702560645,-9.20746297439355
115.75,115.69226887734715,-0.05773112265285363
117.98,114.57432847523174,-3.405671524768266
119.77,119.40907733839393,-0.3609226616060681
122.38,123.37193564175607,0.9919356417560721
124.24,125.74372084637832,1.5037208463783287
127.7,122.65066343563169,-5.049336564368318
131.93,118.63806913731167,-13.291930862688332
126.64,116.76479565594985,-9.875204344050147
115.03,114.64213366974079,-0.38786633025921446
106.94,105.1028666886319,-1.8371333113680919
96.86,97.21925199198142,0.35925199198142366
78.79,93.33628671586297,14.546286715862962
85.95,86.74943113828303,0.7994311382830261
90.63,89.51495053109701,-1.1150494689029813
110.53,99.39881270687019,-11.131187293129813
123.91,120.56780894306513,-3.3421910569348654
135.9,133.79543071917536,-2.1045692808246486
147.86,141.34985121023718,-6.510148789762837
151.05,146.90521156158124,-4.144788438418772
142.58,147.4043687615444,4.8243687615443775
136.63,133.40242707168304,-3.2275729283169596
120.57,125.55288905628959,4.9828890562895936
113.02,113.91831549633369,0.8983154963336943
112.61,108.99776108805301,-3.6122389119469887
109.12,106.0226838897463,-3.0973161102537006
112.92,110.90939991725199,-2.010600082748013
114.77,119.30120945958888,4.531209459588879
124.24,123.89678991875107,-0.3432100812489267
123.66,126.01837438540659,2.3583743854065915
119.88,120.54544275434102,0.6654427543410293
114.5,110.90017470710356,-3.5998252928964405
102.28,101.74140741915801,-0.5385925808419927
83.24,90.24345415423522,7.003454154235229
74.97,75.22014491641667,0.2501449164166729
73.27,71.83884235692092,-1.4311576430790751
73.56,77.20618596314594,3.646185963145939
82.42,87.74297999688656,5.322979996886559
100.85,97.5072275331209,-3.3427724668790972
114.28,118.22953180450776,3.9495318045077568
133.14,132.42325403237305,-0.7167459676269345
135.18,138.2864036380697,3.106403638069679
133.42,133.45451092300883,0.03451092300883829
125.85,125.38203615844142,-0.4679638415585714
121.81,118.59804107038363,-3.2119589296163724
